,City,City Latitude,City Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,District,Population_Estimate_2018,Population_Census_2008,Area_KM,Density_Per_KM,Socio_Economic_Cluster,Socio_Economic_Ranking,latitude,longitude,Categorical_value
1415,Kiryat Motzkin,32.8445617,35.0843164,Aroma (ארומה),32.84245997094523,35.09106323520933,Café,Haifa,42014.0,38100.0,3.8,10612.0,7,178,32.8445617,35.0843164,mid
1417,Kiryat Motzkin,32.8445617,35.0843164,Raffaello,32.84397748861515,35.09039133384248,Italian Restaurant,Haifa,42014.0,38100.0,3.8,10612.0,7,178,32.8445617,35.0843164,mid
1421,Kiryat Motzkin,32.8445617,35.0843164,Japanika,32.81044081272732,35.07320579695203,Sushi Restaurant,Haifa,42014.0,38100.0,3.8,10612.0,7,178,32.8445617,35.0843164,mid
1422,Kiryat Motzkin,32.8445617,35.0843164,מאמא - מיה,32.81280400286556,35.07180555026619,Italian Restaurant,Haifa,42014.0,38100.0,3.8,10612.0,7,178,32.8445617,35.0843164,mid
1424,Kiryat Motzkin,32.8445617,35.0843164,BiGA,32.82176864756403,35.069235130677185,Bakery,Haifa,42014.0,38100.0,3.8,10612.0,7,178,32.8445617,35.0843164,mid
1428,Kiryat Motzkin,32.8445617,35.0843164,minna tomei,32.842442,35.091034,Asian Restaurant,Haifa,42014.0,38100.0,3.8,10612.0,7,178,32.8445617,35.0843164,mid
1430,Kiryat Motzkin,32.8445617,35.0843164,CaféCafé (קפהקפה),32.843057824400525,35.07081190228628,Café,Haifa,42014.0,38100.0,3.8,10612.0,7,178,32.8445617,35.0843164,mid
1431,Kiryat Motzkin,32.8445617,35.0843164,Mozes (מוזס),32.81798759748374,35.05623023222483,Burger Joint,Haifa,42014.0,38100.0,3.8,10612.0,7,178,32.8445617,35.0843164,mid
1433,Kiryat Motzkin,32.8445617,35.0843164,Cafécafé (קפהקפה),32.84346370847877,35.090305343829236,Café,Haifa,42014.0,38100.0,3.8,10612.0,7,178,32.8445617,35.0843164,mid
1435,Kiryat Motzkin,32.8445617,35.0843164,Landwer's Coffee (קפה לנדוור),32.843415,35.091779,Café,Haifa,42014.0,38100.0,3.8,10612.0,7,178,32.8445617,35.0843164,mid
1436,Kiryat Motzkin,32.8445617,35.0843164,Fat Vinny,32.810574,35.072906,Italian Restaurant,Haifa,42014.0,38100.0,3.8,10612.0,7,178,32.8445617,35.0843164,mid
1439,Kiryat Motzkin,32.8445617,35.0843164,Cafe Cafe,32.81861195374132,35.075148839380375,Café,Haifa,42014.0,38100.0,3.8,10612.0,7,178,32.8445617,35.0843164,mid
1440,Kiryat Motzkin,32.8445617,35.0843164,קפה ארומה ביג קרית אתא,32.81186721528447,35.07170255441191,Café,Haifa,42014.0,38100.0,3.8,10612.0,7,178,32.8445617,35.0843164,mid
1442,Kiryat Motzkin,32.8445617,35.0843164,קפה ג׳ו,32.821915,35.06892,Café,Haifa,42014.0,38100.0,3.8,10612.0,7,178,32.8445617,35.0843164,mid
1447,Kiryat Ono,32.0591691,34.8594303,Ki Su,32.06733104900439,34.862945565546944,Asian Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1448,Kiryat Ono,32.0591691,34.8594303,Ground Cafe,32.054001,34.858972,Café,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1455,Kiryat Ono,32.0591691,34.8594303,Benedict,32.084393,34.856167,Breakfast Spot,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1457,Kiryat Ono,32.0591691,34.8594303,Goomba (גומבה),32.08885243128745,34.85915624521116,Italian Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1458,Kiryat Ono,32.0591691,34.8594303,מאפיית ויזניץ,32.08065519736318,34.8405476502879,Bakery,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1461,Kiryat Ono,32.0591691,34.8594303,Jacobs,32.067302371514934,34.86288313666369,Snack Place,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1463,Kiryat Ono,32.0591691,34.8594303,Triola (טריולה),32.089961658723645,34.859527442358264,Italian Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1464,Kiryat Ono,32.0591691,34.8594303,Burgus Burger Bar,32.08764262891856,34.86049482612819,Burger Joint,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1466,Kiryat Ono,32.0591691,34.8594303,Tommy Roll,32.07460714917863,34.82360896568292,Burger Joint,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1471,Kiryat Ono,32.0591691,34.8594303,הטורקי אור יהודה,32.03167477148239,34.84747318775288,Middle Eastern Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1472,Kiryat Ono,32.0591691,34.8594303,Aroma (ארומה),32.056017625806874,34.863700740741194,Café,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1474,Kiryat Ono,32.0591691,34.8594303,Landwer,32.0869251441229,34.858830215595724,Café,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1475,Kiryat Ono,32.0591691,34.8594303,Moses (מוזס),32.08911581595227,34.859439184250746,Burger Joint,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1476,Kiryat Ono,32.0591691,34.8594303,Pane e Vino לחם יין,32.03288084650734,34.878851259209746,French Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1478,Kiryat Ono,32.0591691,34.8594303,Aroma (ארומה),32.08160096784994,34.84531441772471,Café,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1479,Kiryat Ono,32.0591691,34.8594303,Giraffe,32.087022,34.858603,Asian Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1481,Kiryat Ono,32.0591691,34.8594303,המקום של דבורה,32.05584762013404,34.82216727843868,Café,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1484,Kiryat Ono,32.0591691,34.8594303,Antebe (Morad),32.026719,34.867468,Mediterranean Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1486,Kiryat Ono,32.0591691,34.8594303,Aroma (ארומה),32.06780753390206,34.845470208421744,Café,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1488,Kiryat Ono,32.0591691,34.8594303,Aroma (ארומה),32.025811,34.858167,Café,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1489,Kiryat Ono,32.0591691,34.8594303,Aroma (ארומה),32.04590394834441,34.84191216191015,Café,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1490,Kiryat Ono,32.0591691,34.8594303,Oyamaa,32.08813216300959,34.8609039246447,Asian Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1491,Kiryat Ono,32.0591691,34.8594303,(Shaked) שקד,32.05833384658246,34.81858823646382,Café,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1492,Kiryat Ono,32.0591691,34.8594303,CsCafe (סי אס קפה),32.03360761792964,34.866703359791074,Café,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1493,Kiryat Ono,32.0591691,34.8594303,Aroma (ארומה),32.08992585983387,34.867457029067765,Café,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1494,Kiryat Ono,32.0591691,34.8594303,בן עמי,32.05706819735079,34.86893960964867,Café,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1495,Kiryat Ono,32.0591691,34.8594303,Japanika,32.086339046151124,34.85880388356545,Sushi Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1498,Kiryat Ono,32.0591691,34.8594303,Charly Checpoint,32.03326624279569,34.87969661422672,Asian Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1499,Kiryat Ono,32.0591691,34.8594303,CafeNeto (קפהנטו),32.088813162343065,34.8561594643922,Café,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1500,Kiryat Ono,32.0591691,34.8594303,Black Bar 'n' Burger,32.08866748198175,34.85605061370101,Burger Joint,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1501,Kiryat Ono,32.0591691,34.8594303,crazy meat,32.092286,34.855735,South American Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1502,Kiryat Ono,32.0591691,34.8594303,River Restaurant,32.08588507133806,34.858684913790206,Asian Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1503,Kiryat Ono,32.0591691,34.8594303,Berlusconi גלידת שף,32.073093,34.868039,Ice Cream Shop,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1505,Kiryat Ono,32.0591691,34.8594303,King George (קינג ג׳ורג׳),32.08586602139073,34.85862243469772,BBQ Joint,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1506,Kiryat Ono,32.0591691,34.8594303,קקאו - הפארק הלאומי ר״ג,32.0509474460005,34.82275964650227,Café,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1508,Kiryat Ono,32.0591691,34.8594303,שיפודי ציפורה,32.08821332604446,34.860161318434116,BBQ Joint,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1509,Kiryat Ono,32.0591691,34.8594303,Don Vito,32.03596816691581,34.84696424443797,Italian Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1511,Kiryat Ono,32.0591691,34.8594303,פאפא ג׳ינוס פיצה,32.046271,34.834586,Pizza Place,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1512,Kiryat Ono,32.0591691,34.8594303,סמרקנד,32.03277664190652,34.84705417018057,Eastern European Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1514,Kiryat Ono,32.0591691,34.8594303,Cafe Cafe,32.03121319285083,34.85666376087135,Café,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1515,Kiryat Ono,32.0591691,34.8594303,Max Brenner Chocolate Bar (מקס ברנר יכין סנטר),32.087421398736836,34.858991889114094,Dessert Shop,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1517,Kiryat Ono,32.0591691,34.8594303,הפונדק של משה,32.028328844655725,34.866239936815916,Middle Eastern Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1518,Kiryat Ono,32.0591691,34.8594303,פונדקי איילון,32.09141780818572,34.8646502690873,Middle Eastern Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1519,Kiryat Ono,32.0591691,34.8594303,McDonald's,32.091802291827875,34.85688374030749,Fast Food Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1520,Kiryat Ono,32.0591691,34.8594303,קפה ג'ו קניון סביונים יהוד,32.030401,34.878159,Coffee Shop,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1521,Kiryat Ono,32.0591691,34.8594303,מפגש אנטבה,32.02666844388924,34.86606749971663,Middle Eastern Restaurant,Tel Aviv,39986.0,30000.0,4.1,8557.8,8,242,32.0591691,34.8594303,high
1525,Kiryat Shmona,33.2074733,35.5707828,ארומה אספרסו בר,33.22158043679895,35.575240746198936,Coffee Shop,North,22625.0,23200.0,14.2,1595.8,5,131,33.2074733,35.5707828,mid
1528,Kiryat Shmona,33.2074733,35.5707828,Cheese,33.20049242596784,35.606831691192646,Food Court,North,22625.0,23200.0,14.2,1595.8,5,131,33.2074733,35.5707828,mid
1531,Kiryat Yam,32.862177,35.0788881,Milka (מילקה),32.843040485375745,35.09011724036741,Café,Haifa,39909.0,37700.0,4.3,8568.6,5,133,32.862177,35.0788881,mid
1532,Kiryat Yam,32.862177,35.0788881,Burgus Burger Bar,32.84317412949687,35.090180071805975,Burger Joint,Haifa,39909.0,37700.0,4.3,8568.6,5,133,32.862177,35.0788881,mid
1537,Kiryat Yam,32.862177,35.0788881,Aroma (ארומה),32.84245997094523,35.09106323520933,Café,Haifa,39909.0,37700.0,4.3,8568.6,5,133,32.862177,35.0788881,mid
1538,Kiryat Yam,32.862177,35.0788881,Raffaello,32.84397748861515,35.09039133384248,Italian Restaurant,Haifa,39909.0,37700.0,4.3,8568.6,5,133,32.862177,35.0788881,mid
1542,Kiryat Yam,32.862177,35.0788881,CaféCafé (קפהקפה),32.843057824400525,35.07081190228628,Café,Haifa,39909.0,37700.0,4.3,8568.6,5,133,32.862177,35.0788881,mid
1544,Kiryat Yam,32.862177,35.0788881,minna tomei,32.842442,35.091034,Asian Restaurant,Haifa,39909.0,37700.0,4.3,8568.6,5,133,32.862177,35.0788881,mid
1549,Kiryat Yam,32.862177,35.0788881,אצה קריון,32.84294765859782,35.09125122911841,Sushi Restaurant,Haifa,39909.0,37700.0,4.3,8568.6,5,133,32.862177,35.0788881,mid
1550,Kiryat Yam,32.862177,35.0788881,נתקה בורגר,32.887029,35.094857,Burger Joint,Haifa,39909.0,37700.0,4.3,8568.6,5,133,32.862177,35.0788881,mid
1551,Kiryat Yam,32.862177,35.0788881,אבו אלסעיד (חמודי),32.88739219843823,35.094427390742474,Mediterranean Restaurant,Haifa,39909.0,37700.0,4.3,8568.6,5,133,32.862177,35.0788881,mid
1554,Lod,31.9489012,34.8884857,חומוס חליל,31.925733500946446,34.87293201675764,Middle Eastern Restaurant,Center,75726.0,69400.0,12.2,6078.3,4,93,31.9489012,34.8884857,low
1558,Lod,31.9489012,34.8884857,Maharaja,31.92668545595109,34.87514954433724,Indian Restaurant,Center,75726.0,69400.0,12.2,6078.3,4,93,31.9489012,34.8884857,low
1562,Lod,31.9489012,34.8884857,הסולטן,31.933735181062644,34.867851129098185,Restaurant,Center,75726.0,69400.0,12.2,6078.3,4,93,31.9489012,34.8884857,low
1564,Ma'alot-Tarshiha,33.0157394,35.2759666,בזוה פשוט גלידה,33.013425,35.266935,Ice Cream Shop,North,21422.0,20600.0,6.8,2303.0,5,134,33.0157394,35.2759666,mid
1566,Ma'alot-Tarshiha,33.0157394,35.2759666,Bella Mia,33.011249,35.280302,Italian Restaurant,North,21422.0,20600.0,6.8,2303.0,5,134,33.0157394,35.2759666,mid
1568,Ma'alot-Tarshiha,33.0157394,35.2759666,Cafe Cafe (קפה קפה),33.024966945623966,35.25419709298099,Café,North,21422.0,20600.0,6.8,2303.0,5,134,33.0157394,35.2759666,mid
1569,Migdal HaEmek,32.6765744,35.2413237,Cafe Cafe,32.67492397603717,35.22147812453763,Café,North,25636.0,23900.0,7.6,2876.6,4,108,32.6765744,35.2413237,low
1570,Migdal HaEmek,32.6765744,35.2413237,ללה,32.661285406666515,35.23603862254656,Italian Restaurant,North,25636.0,23900.0,7.6,2876.6,4,108,32.6765744,35.2413237,low
1571,Migdal HaEmek,32.6765744,35.2413237,Octagon Restaurant,32.68214880389755,35.20146066250317,Steakhouse,North,25636.0,23900.0,7.6,2876.6,4,108,32.6765744,35.2413237,low
1573,Modi'in-Maccabim-Re'ut,31.9085744,35.0069297,holy bagel,31.902921785801983,34.99671821322654,Bagel Shop,Center,92406.0,69300.0,50.2,1862.5,8,231,31.9085744,35.0069297,high
1574,Modi'in-Maccabim-Re'ut,31.9085744,35.0069297,Cafe 443,31.914880559431495,35.01615611592954,Café,Center,92406.0,69300.0,50.2,1862.5,8,231,31.9085744,35.0069297,high
1577,Modi'in-Maccabim-Re'ut,31.9085744,35.0069297,קפה לנדוור,31.90024614275522,35.007487300103506,Café,Center,92406.0,69300.0,50.2,1862.5,8,231,31.9085744,35.0069297,high
1579,Modi'in-Maccabim-Re'ut,31.9085744,35.0069297,Greenhouse cafe,31.913658149258545,35.02058735247893,Coffee Shop,Center,92406.0,69300.0,50.2,1862.5,8,231,31.9085744,35.0069297,high
1584,Modi'in-Maccabim-Re'ut,31.9085744,35.0069297,זולה,31.89228046,35.008709,Italian Restaurant,Center,92406.0,69300.0,50.2,1862.5,8,231,31.9085744,35.0069297,high
1585,Modi'in-Maccabim-Re'ut,31.9085744,35.0069297,Cafe Greg,31.89924822277071,35.008870879965535,Café,Center,92406.0,69300.0,50.2,1862.5,8,231,31.9085744,35.0069297,high
1586,Modi'in-Maccabim-Re'ut,31.9085744,35.0069297,Roladin,31.899703508312534,35.0082282608843,Bakery,Center,92406.0,69300.0,50.2,1862.5,8,231,31.9085744,35.0069297,high
1587,Modi'in-Maccabim-Re'ut,31.9085744,35.0069297,Grill 443,31.91480565080266,35.01638774004602,Middle Eastern Restaurant,Center,92406.0,69300.0,50.2,1862.5,8,231,31.9085744,35.0069297,high
1588,Modi'in-Maccabim-Re'ut,31.9085744,35.0069297,Caffit (קפית),31.90071108584172,35.00285090255549,Café,Center,92406.0,69300.0,50.2,1862.5,8,231,31.9085744,35.0069297,high
1590,Modi'in-Maccabim-Re'ut,31.9085744,35.0069297,BiGA,31.915127,35.02541,Café,Center,92406.0,69300.0,50.2,1862.5,8,231,31.9085744,35.0069297,high
1591,Modi'in-Maccabim-Re'ut,31.9085744,35.0069297,"תיתורה, מסעדה",31.922215774132976,34.967819992898626,Restaurant,Center,92406.0,69300.0,50.2,1862.5,8,231,31.9085744,35.0069297,high
1594,Nahariya,33.006306,35.0945579,Landwer's Café,33.00856778931612,35.08871988713815,Café,North,56881.0,51300.0,10.2,4941.8,6,167,33.006306,35.0945579,mid
1596,Nahariya,33.006306,35.0945579,Burgus Burger Bar,33.00528715868902,35.09253313072669,Burger Joint,North,56881.0,51300.0,10.2,4941.8,6,167,33.006306,35.0945579,mid
1601,Nahariya,33.006306,35.0945579,Aroma (ארומה),33.006743733399865,35.092780792701284,Coffee Shop,North,56881.0,51300.0,10.2,4941.8,6,167,33.006306,35.0945579,mid
1603,Nahariya,33.006306,35.0945579,SOGO Grill Bar,33.0071362006934,35.09169815435707,Restaurant,North,56881.0,51300.0,10.2,4941.8,6,167,33.006306,35.0945579,mid
1605,Nahariya,33.006306,35.0945579,בנחלה,33.02073192672479,35.09974605913742,Café,North,56881.0,51300.0,10.2,4941.8,6,167,33.006306,35.0945579,mid
1607,Nahariya,33.006306,35.0945579,Penguin פינגוין,33.00656037626826,35.09383375006608,Diner,North,56881.0,51300.0,10.2,4941.8,6,167,33.006306,35.0945579,mid
1608,Nahariya,33.006306,35.0945579,Cafe Cafe קפה קפה,33.00641573794467,35.093191335396206,Café,North,56881.0,51300.0,10.2,4941.8,6,167,33.006306,35.0945579,mid
1609,Nahariya,33.006306,35.0945579,מסעדת אבו רמי,33.00494020480328,35.09804946521637,Middle Eastern Restaurant,North,56881.0,51300.0,10.2,4941.8,6,167,33.006306,35.0945579,mid
1616,Nahariya,33.006306,35.0945579,קפה קקאו מרכז רגבה,32.97691076888459,35.09425541891765,Café,North,56881.0,51300.0,10.2,4941.8,6,167,33.006306,35.0945579,mid
1617,Nazareth,32.7066301,35.3048161,Tishreen,32.70561268829028,35.30063387450609,Middle Eastern Restaurant,North,77064.0,71700.0,14.1,5357.9,3,87,32.7066301,35.3048161,low
1618,Nazareth,32.7066301,35.3048161,ממתקי הידידות,32.7035262932215,35.30803749906488,Dessert Shop,North,77064.0,71700.0,14.1,5357.9,3,87,32.7066301,35.3048161,low
1620,Nazareth,32.7066301,35.3048161,Kitaabon Restaurant (מסעדת כיתאבון),32.70521255547741,35.300230979919434,Mediterranean Restaurant,North,77064.0,71700.0,14.1,5357.9,3,87,32.7066301,35.3048161,low
1621,Nazareth,32.7066301,35.3048161,Reda Cafe (Al Reda),32.703161,35.298142,Middle Eastern Restaurant,North,77064.0,71700.0,14.1,5357.9,3,87,32.7066301,35.3048161,low
1622,Nazareth,32.7066301,35.3048161,Imad Humus Place,32.69525632,35.29817828,Middle Eastern Restaurant,North,77064.0,71700.0,14.1,5357.9,3,87,32.7066301,35.3048161,low
1626,Nazareth,32.7066301,35.3048161,Diana,32.697587855699695,35.292767495186965,Middle Eastern Restaurant,North,77064.0,71700.0,14.1,5357.9,3,87,32.7066301,35.3048161,low
1630,Nazareth,32.7066301,35.3048161,Tishreen 2,32.69457,35.303422,Mediterranean Restaurant,North,77064.0,71700.0,14.1,5357.9,3,87,32.7066301,35.3048161,low
1633,Nazareth,32.7066301,35.3048161,Almahdi Sweets (ממתקי אלמהדי),32.700606633673125,35.29720896867125,Café,North,77064.0,71700.0,14.1,5357.9,3,87,32.7066301,35.3048161,low
1634,Nazareth,32.7066301,35.3048161,Café Greg (גרג),32.69618613628814,35.30118227537944,Café,North,77064.0,71700.0,14.1,5357.9,3,87,32.7066301,35.3048161,low
1638,Nazareth,32.7066301,35.3048161,McDonald's,32.70124950794139,35.29860818062254,Fast Food Restaurant,North,77064.0,71700.0,14.1,5357.9,3,87,32.7066301,35.3048161,low
1639,Nazareth,32.7066301,35.3048161,Shawarma & Falafel Place,32.701757482619065,35.29715535854548,Falafel Restaurant,North,77064.0,71700.0,14.1,5357.9,3,87,32.7066301,35.3048161,low
1640,Nazareth,32.7066301,35.3048161,Baguette Abu Hani,32.70023851986699,35.29676400357111,Falafel Restaurant,North,77064.0,71700.0,14.1,5357.9,3,87,32.7066301,35.3048161,low
1641,Nazareth,32.7066301,35.3048161,Frangelico,32.705959,35.316062,Asian Restaurant,North,77064.0,71700.0,14.1,5357.9,3,87,32.7066301,35.3048161,low
1643,Nazareth,32.7066301,35.3048161,Aroma Nazereth Elith,32.69396279,35.304482,Café,North,77064.0,71700.0,14.1,5357.9,3,87,32.7066301,35.3048161,low
1644,Nazareth,32.7066301,35.3048161,Al Tanoor / El Tanur,32.72904213387578,35.324642053441806,Middle Eastern Restaurant,North,77064.0,71700.0,14.1,5357.9,3,87,32.7066301,35.3048161,low
1645,Nesher,32.7708797,35.0381249,Humongous,32.778072,35.040806,Burger Joint,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1646,Nesher,32.7708797,35.0381249,EISSALON,32.76671765339223,35.013331244092655,Ice Cream Shop,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1648,Nesher,32.7708797,35.0381249,קיוסקפה,32.78288742484753,35.01507723215847,Café,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1651,Nesher,32.7708797,35.0381249,re:bar,32.78998291771278,35.00788249654797,Juice Bar,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1654,Nesher,32.7708797,35.0381249,לנדוור,32.78674575392686,35.03005842398701,Breakfast Spot,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1656,Nesher,32.7708797,35.0381249,Zanzara (זנזרה),32.787582381216815,35.02039003267492,Italian Restaurant,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1657,Nesher,32.7708797,35.0381249,Black Bar 'n' Burger,32.79318635982236,35.03787910733126,Burger Joint,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1658,Nesher,32.7708797,35.0381249,TaranTino,32.7932729786938,35.03772685085128,Italian Restaurant,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1659,Nesher,32.7708797,35.0381249,Nocciola,32.78290497653091,35.014310200348255,Ice Cream Shop,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1662,Nesher,32.7708797,35.0381249,Pasta Market,32.782946268372605,35.01505116855711,Italian Restaurant,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1666,Nesher,32.7708797,35.0381249,re:bar,32.7932042406286,35.03754985834515,Juice Bar,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1667,Nesher,32.7708797,35.0381249,קפה שני,32.78473238737616,35.016975612572985,Café,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1668,Nesher,32.7708797,35.0381249,Mandarin,32.78961068888889,35.007491,Breakfast Spot,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1669,Nesher,32.7708797,35.0381249,קונדיטורית שני,32.77951015321453,35.03871753826709,Café,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1671,Nesher,32.7708797,35.0381249,BP,32.80258948881436,35.05292540891526,Burger Joint,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1673,Nesher,32.7708797,35.0381249,Biga,32.789959,35.00767,Café,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1674,Nesher,32.7708797,35.0381249,Cafécafé (קפהקפה),32.793215235938206,35.03758160158968,Café,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1675,Nesher,32.7708797,35.0381249,Aroma (ארומה),32.793241881247546,35.037509325718254,Café,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1677,Nesher,32.7708797,35.0381249,Aroma,32.77799766906687,35.03904583925383,Coffee Shop,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1678,Nesher,32.7708797,35.0381249,McDonald's,32.779422,35.038841,Fast Food Restaurant,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1679,Nesher,32.7708797,35.0381249,Arcaffe Bakery,32.767084,35.013189,Bakery,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1680,Nesher,32.7708797,35.0381249,Cafécafé (קפהקפה),32.7898025928214,35.008225326563,Café,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1685,Nesher,32.7708797,35.0381249,שווארמה צ׳ק פוסט חאזן,32.79324255435923,35.03836739061471,Middle Eastern Restaurant,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1687,Nesher,32.7708797,35.0381249,שווארמה חזן,32.793412590008536,35.03965803020871,Middle Eastern Restaurant,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1688,Nesher,32.7708797,35.0381249,Aroma Grand,32.78974797006406,35.00837409392483,Café,Haifa,23983.0,23300.0,12.8,1828.9,7,196,32.7708797,35.0381249,mid
1690,Ness Ziona,31.9295577,34.7990609,ציונה,31.927709629379773,34.79856248213853,Breakfast Spot,Center,50214.0,36100.0,15.6,3071.5,8,225,31.9295577,34.7990609,high
1692,Ness Ziona,31.9295577,34.7990609,The Garage (הגראז׳),31.947013837383118,34.80175653683321,Burger Joint,Center,50214.0,36100.0,15.6,3071.5,8,225,31.9295577,34.7990609,high
